Syllable/Combination,汉字
na2B|13,㑚㖠𦰡𤥶郍那哪
na1A|55,𤶸𤸻𢲡𠸎那南哪
na1B|21,鎿镎那㧱䛔南哪嗱娜拏拿挐梛
na3B|22,䏧
na2A|35,乸拿
na3A|33,吶呐
la2B|13,㑚㖠𦰡𤥶郍那藞哪喇揦
la1A|55,㖸𤶸𤸻𢲡𠸎鞡那砬磖剌南哪啦喇嘞垃旯
la3A|33,㙤𡅈鎼鏬罅吶呐啦喇嘑嘞嚹揦
la2A|35,𢲡乸啦拿揦
la1B|21,鎿镎那㧱䛔南哪啦嗱嚹娜拏拿挐梛
la3B|22,䏧
ha1A|55,㗇𧇍𧎚鰕颬铪閕閜鉿谺蛤蝦虾疨下吓哈嚇岈暇
ha3A|33,㙈懗
ha3B|22,𤧶𦷜𡟺颪芐睱疜煆㰺丅下乤厦圷夏夓廈昰暇梺
ha1B|21,𤫑𡤕𣌊騢霞鍜遐赮蛤蝦蕸虾碬瑕瘕䠍䪗䫗假暇
ha2A|35,下吓
ha2B|13,下吓奤
ka1A|55,𡛨鉲胩㤉䶗佧卡咔咖喀峠拤揢擖
ka3A|33,髂胢䯊喀旮
ka2A|35,酠跒卡
ka1B|21,咔
fa1A|55,𤾸華蒊蘤花芲糀硴㳸化华埖
fa3A|33,諣划化杹
fa2A|35,化
fa1B|21,吪
nga3A|33,㚳𩤃𦩒𥮳𥺼齾阿锕錒襾稏㢌㰳䅉䢝亚亜亞俹吖呀呵啊垭埡妿娅婭挜掗氩氬
nga3B|22,𧧝𦜖𠻺閕迓訝讶砑犽啊御挜掗
nga1A|55,𠮩鸦鴉鵶鐚铔锕錏錒㝞䃁丫亚亞吖呀哑啊啞孲枒桠椏
nga1B|21,齖釾蚜衙芽笌琊瑘疨牙玡㧎䄰䥺伢啊岈
nga2A|35,阿芽瓦痖瘂牙哑唖啊啞嗄
nga2B|13,雅邷蕥砙瓦疋㧚㼘㿿䪵佤厊咓庌
pa1B|21,𠌊钯鈀耙筢琶爬潖䎬䎱扒把掱杷
pa1A|55,趴葩舥皅䔤䯲妑扒
pa3A|33,袙帊怕
pa2A|35,琶怕扒
wa3B|22,㕦黊话觟話諙譮華罫画畫澅䇈䛡华婲嬅崋摦桦槬樺
wa1A|55,㖞𪎩鼃鮭鲑騧豁誮譁蛙穵窊窐窪瓾畖溛漥㢐䨟䯄䵷凹划叧呙咼哇哗唲啘喎嘩娃挖撶汙洼
wa1B|21,𨅯鷨驊骅鏵铧釪釫鋘錵華蕐㟆㠏㦊㭉䅿䔢划华哗嘩崋桦椛樺
wa2A|35,𢱑话話華画畫䠚剐剮华抓搲攨
wa2B|13,輠踝䋀
ba3B|22,㔥跁罢罷矲猈䆉䇑䶕吧
ba1A|55,𤆵鲃豝蚆葩芭羓粑紦笆疤爸㸭㿬䰾叭吧夿岜峇巴巼
ba3A|33,霸靶覇灞㶚䃻䩗䩻伯坝垻壩弝把欛
ba2A|35,靶钯鈀罢罷㞎巴把
ba1B|21,爸
gwa3A|33,诖詿褂罣絓卦啩坬挂掛
gwa1A|55,踻胍緺瓜㧓䒷䫚呱栝歄
gwa2A|35,褂䈑冎剐剮寡
ji1A|55,㐆㛄𦲤𠲖𠵱𦴣𪘲𩂱𣐿𦸒𡛂鹥黟黳𤨦鷖铱郼醫銥譩蛜衣菑繄祎禕稦瑿畩猗漪㥋㳖㾨㿲䃜䒾䚷䝝䧇䪰䫑䫯伊依儿兒医吚咿噫姨嫛悘意椅檹欹毉洢淤渏
ji1B|21,㐌㖇𩓧𣻗𠵌𤦌𠊙𣶺𡝮𣟗𣿭𦲀鸃鸸𤦤𤪦𢑱鮞鮧鲕鴯鴺颐飴饴髵陑隭頉頤頥顊鏔酏輀轜迆迤迻逘诒谊貤貽贻跠觺訑詑詒誃誼謻蛇蛦螔衪袘袲袻萓腝臑苐荋荑羠而耏聏胰胹籎粫移竩箷簃皚眙眱瓵疑痍皑熪狋珆溰㝖㞔㥴㦾㧫㰘㴣㹫㺿㼢䄬䋩䎟䎠䔟䝯䞅䣡䧅䩟䬁䬮䮊䮘䱌䲑䴊䶏乁仪侇侕儀儗儿児兒冝匜台咦唲圯夷姨宐宜宧寲峏峓嶷巸弬彛彜彝彞怡恞扅拟拸擬暆杝柂栘栭桋椬椸歋沂沶洏洟
ji3B|22,㑥㒃㓷龭𤩺𤜥鶍食谊貤貮貳贰誼羛義肄異犠潩㡼㻛㼁㽈䓪䔬䝯䰮䰯䲪义二伿佴刵劓勚勩咡嬟廙异弍弐敡施易樲殔
ji2A|35,㕈𣺈𦿟齮𤀽陭輢貤踦裿绮而綺笫犄猗漪㫊㰻䭲二依倚偯咦宜庡意扆敼旑旖椅
ji2B|13,㕥𤤳𡉏𦢈𤣱駬阤陁铒鉯鉺迆迤迩邇趂趰議议衪袘袮薾薿苡苢耳笖矣珥爾㠯㩘㫆㰝䋙䌺以佁佴儗厼孴尒尓尔崺已拟擬攺旀栮洱
ji3A|33,𡤜𡄻鷧鷾𢚘饐鐿镱贀議议衣袣薏瘗瘞瘱癔燱㦉㦤㱅㱲䓹䗷䬥䵝亄嫕嬑悥意懿撎欭殪
di1B|21,哋啲弟
di1A|55,啲
di2A|35,弟
ci2B|13,㐶㕽㚶跱似佀価姒娰峙恃杮柹柿汜泤洍
ci3A|33,㒾㓨𦐑𡷑𤷫𧶽𢡠𨦉𠤣饎賜赐跮踅蚝蛓茦莿织翄翅翤翨胵糦絘織眙痓熾瀃炽㡹㢀㥡䗹䯸䰡䱨䳐乲佽儩刺刾厕厠啻帜幟庛廁怾恣揓旘朿杘束杫栨次
ci1B|21,㔭㘂㘹𩼰𨨲𨐒𤧹𡞰𥔵鹚𨫞慈鴜鶿鷀餈馳驰辝辞辤辭迟遅遟遲词貾赿踟訾詞誃謘蚳薋薺臍茈茌茨茬茲荎荠脐糍祠竾筂箈箎篪磁礠瓷甆疵珁濨㞴㢮㤵㮛䆅䈘䐡䙙䛂䛐䜄䞾䨏䪧䭣䮈䲿䶔䶵傂兹匙坘坻垐墀嬨岻弛彽慈持柌歭池治泜
ci1A|55,㖢鸱麶黐齝齹魑鴟鵄飺骴髊雌郗訵訾誺蚩螭蠀胵粚絺縒离笞眵瞝瓻疵痴癡玼㞖㰞㷰㺈䂣䇪䙻䣫䧝䧳䬜䲭䳄偨呞呲哧嗤嘁妛媸嵯差彨彲摛攡
ci2A|35,㗠𦴢齒齿鮆鉹豕跐踶誃謻袳裭褫耻肔胣笶矢玼㢁㢋㫮㶴䊼乨佌侈兘匙卶哆垑奓始姼恀恥扡持杝柹柿此歯泚
zi2A|35,㕄𧘲𡥄𣲵𠂔黹阯酯釨軹轵趾襧訨訾訿衹藢虸自芓芷茈茋茝茞纸耆耔胏籽紙紫祇祉秄秖秭笫矷砋砥疻滓㜽㞨㡳㡶㧗㫑㫖㮹㲛㺭㾅䅩䇛䔂䘣䛗䤠䦻䰵䳅仔劧厎只吇呰咫啙址坁坻夂姉姊子字寺帋徵恀恉扺抧指旨杍杝枳梓榟橴止汦沚泲洔淽
zi3A|33,㚄𦤹𡟹𢜔𢙺𥺃鸷𩥝𤥴鷙駤騺鋕躓軽輊轾質贄质贽踬覟觗觯觶誌識识至致织置胔胾緻織窴筫知礩疐痣漬㨖㰷㴛䄊䅆䏯䐉䓌䘭䚳䞃䞇䠦䡹䥍䦯䲀俧倳剚娡孳孶寘徝志忮恣憄懥懫挚摯智梽渍
zi3B|22,𣏌𠻸𩨨𡵆𡍶𦬊𥜥𠊷鴙食飤飴飼饲饴騃阤雉釲鈶鈻豸跱覗自芓芖茡荢耜絼祀禩秲稚稺穉竢笥眥眦畤痔牸滍㣥㧘㨁㭒㱴㸻䄺䆈䇃䉜䎣䕌䚦䝰䦙乿伺俟偫傂兕嗣垁字孠寺峙崻嵵巳庤廌彘搱治泜涘
zi1A|55,𦔒𪗋𤦧𣔰𡝳𣷸鼅鼒齊齍齐齜龇鮨鯔鰦鲻鳷鴲鶅飦馶髭頾頿鎡锱镃鄑鈭錙鍿輜輺辎谘貲資赀资赼趀趑趦觜訾諮蜘螆衼袛菑葘臸芝茊茲缁肢胑胝脂粢紎緇祗祬禌秓秪秶稵知甾畠疷玆湽滋澬㞢㠿㩼㯄㰣㲍㴯㸟㽧㽻㾳㿳䅔䊷䌶䎩䓋䓜䓡䓩䖪䝷䟡䠖䣎䣽䧴䵹之仔倁偨兹卮只吱呲咨嗞姕姿孖孜孳孶崰嵫巵徔恣搘支枝栀栥梔椔椥榰次氏汥泜淄
zi1B|21,芝
gi1A|55,𠼻
si3B|22,㐊㕝𥘅鉃豉跱視视諟蒔莳耆示礻眂眎眡㹝䊓䏡䜵䜻䟗䩃䭄亊事仕伺侍叓士壭峙崼徥恀戺是昰枾氏
si2A|35,㐪㕜鉂豉視视諰蒔莳縰纚矢㹬䂠䒨䦠事使侍史士宩屎市时是時死
si1A|55,㒋㕧㚸𦒈𨶹𢘜𪀔𪆓𤞏𧈛𦮂𤩐𡡒𥯨𧩹𢇃𤠒鷥鸤鸶鼶齝𩅰鰤鳲鳾鶳颸飔餏饻騦鐁铊锶酾釃釶鉇鉈鉰鋖鍦鍶邿诗襹詩蛳蜤螄蟖蟴褷葹蒒蓍蕬虒缌罳絁絲緦纚禗禠私簁磃瑡燍狮獅湤溮澌㟃㠼㴲㺇㺨㺰㻢㽄䇁䌤䌳䐖䔮䗐䙾䞏䡳䣳䧭䫢䲉䲩䴓丝俬偲僿凘厮厶司呞咝嘶噝媤尸屍师師廝思恖撕斯施楒榹泀浉
si1B|21,㖷鼭鰣鲥鍉蒔莳溡㫭䈕匙埘塒姼峕时旹時榯
si3A|33,𣳉駟驷试谥貄試諡謚螠肂肄肆㣈㳏䛈使呩嗜四弑弒思柶泗
si2B|13,铈鈰试試市柹柿
ti1B|21,𢚖啲
mi1A|55,眯瞇咪
mi1B|21,咪
ni1A|55,𨉖呢
li1A|55,𨉖呢哩唎
hi1A|55,𠺪咦
wi1A|55,喴
bi1A|55,啤
bi1B|21,啤
gwi1A|55,𪚩
jep4B|2,㐈魞鳰翕礏㠳䗑入扖杁
jep4Aa|5,㛕𦒉邑裛翕翖熠熻㪧㬤䇼䉗䏠䓃䔱䭂俋唈嬆悒挹揖泣浥湆湇
dep4Aa|5,㗳𦖿耷䐛塌
dep4B|2,𢱕𠳖揼
cep4Aa|5,㙫雴靸輯辑趿諿葺蓻蕺缉緁緝湒潗濈㞚㠍㣬䁒䅤䌌䌖䐕䙄偮咠嶯戢揖湁
zep4Aa|5,𢴇𣙀馽霵釞臜臢絷縶瓡䉅卙執慹执汁
zep4B|2,集雧霫漐亼
gep4B|2,𥄫𠶲鷑㧀䀹及岌
gep4Ab|3,鸽鮯鴿颌頜閤郃蛤葢蓋盖㠷㭘䗘䧻䪺䫦佮匌合夹夾戓搿
gep4Aa|5,芨㤂㽺叝彶忣急
sep4Aa|5,㗩趇譅湿溼澀澁濇濕䏉䔼椞歰涩
sep4B|2,辻甚䦹什十拾
tep4Aa|5,𠸊
nep4B|2,𣲷𥹉㵫
nep4Aa|5,𢈈粒凹埝
lep4Aa|5,㕸𢈈苙粒笠凹埝
lep4B|2,𨚪𣲷𩶘𥹉𠈔鱲鴗立㵫䲞搚
hep4Aa|5,㓣铪醘鉿袷葢蓋盖瞌㝓㡊䁍䁯䆟䏜䐦䶋䶎冾匼峇帢恰敮洽
hep4B|2,㔩㕉㕎𢈈颌餄饸阖陿頜鑉铪閤闔鉿郃詥葢蓋耠粭秴篕盇盍盒盖瞌硖硤磕礚珨熆狭狹溘烚㥺㪉㮉䢔䨐侠俠劐匌匣合嗑峆峡峽搕敆榼欱洽
kep4Aa|5,㒆㘊𢲩钑闟鈒觙给級給级笈潝㬛㲸㴔伋吸噏圾岌扱歙汲
kep4B|2,𪘁𢎽𠶲𤜯芨䲯及
ngep4Aa|5,㔩鰪邑腌罨㷈䞩匎啽噏姶廅搕
ngep4B|2,魥砐硆礘㱞䑥䑪岋岌歞
jing1B|21,㐩㓝㗡㜲𨜏𧘌𨧞𨯗𠐓𡟚𨩙𢥏𤯵𤅗𤅀𦇝𤑚陉陘陾鎣钘铏鈃鉶銒鋞辸迊迎邢郉贏赢覮謍蛍蝇蝿螢蠅萤营萦萾蓥藀艿芿茔荥荧莹莻籝籯縈礯礽盁盈硎瑩熒營溁溋滎滢潆濙濚濴瀅瀛瀠瀯灐灜㣜㨕㭁㵬㶈㺱㼆㼛㿘䁝䃷䄧䑉䕦䚮䣆䤯䤰䪯仍侀僌冰凝刑営型塋娙嬴形扔攍攚桯楹櫿
jing3B|22,㑞㓑鱦迎認认膡滢瀅䁄䂔䱆媵
jing3A|33,㒣𪈠軈譍㣹㶐㶝噟应応應
jing1A|55,㖜𪃳𩤯𡎘𠸄鷹鸚鹦鹰𨰃𡢞鶧霙韺鑍賏譍譻蝇蝧蠅蘡膺英绬缨緓纓碤珱瑛璎瓔煐瀴䁐䊔䋝䣐䦫䧹䨉偀啨嘤嚶婴媖嫈嬰孆孾应愥應撄攖朠桜樱櫻渶
jing2A|35,𦴤鐛認认莹盈瑩瘿癭瀴㢍㲟䚆䨍䭊䭗䭘宑巊廮影摬映景暎
jing2B|13,郢矨㹵䀴梬浧
ding1A|55,㐉靪钉酊釘虰耵盯町疔玎㣔䦺䰳丁亇仃叮帄汀
ding3B|22,𠉵铤锭鋌錠訂订蝊萣腚聢㝎啶定忊
ding2A|35,鼎鼑顶頂鐤酊薡艼濎㫀㴿奵定嵿
ding3A|33,飣饤顁铤锭鋌錠訂订矴碇碠磸椗
cing2A|35,㐼𢌥騁骋郢逞请請程睈䝼䞍侱庱徎悜情拯撜氶
cing1A|55,㛵𤦭𤲟鼱鯖鲭阷靑青頳郬赪赬蛏蜻蟶菁腈緽称稱穪竀爯䕝䗀䞓䨝偁僜圊埥寈柽檉氰淸清
cing1B|21,𦻓𣽿𤩏餳饧酲蟳裎脭程珵甠澂澄瀓䄇䇸䝼䞍呈埕夝征徵情惩憕懲成晴暒
cing3A|33,靘秤称稱碃濪㣒㵾儬掅
zing3A|33,𦭒𤴓鴊钲鉦証證证症㡠㡧㱏㱐䈣䥌䥭帧幀政正
zing1A|55,𦑊𤴓𥰁𨜓𤉋𢘫𤋺𤦹鼱鯖鲭鶄钲鉦遉貞贞蜻菁蒸聇聙脀精祯禎箐篜眐睛碵症癥湞炡烝㠞㷥㿂䇰䊒䋊䒱䕄䴖佂侦偵姃媜寊征徰徴徵怔揁旌旍晶桢楨橸正浈
zing3B|22,𧂮𥴰𩇕𤂅𦽴阱靓靖静靚靜郑鄭賸穽竧竫瀞㣏䝼䞍净凈凊剩坓塣妌婙婧梷汬浄淨
zing2A|35,井愸整晸
ging2A|35,㘫㜔𠾶𡡡𠎠警蟼竟璄璟璥燝㬌䜘儆刭剄境幜憬憼景暻
ging3B|22,𠗊誩竞競竸痉痙倞劤劲勁曔殑
ging1A|55,鹶麖麠鵛鶁驚荆荊经経經矜矝㥤㮗䃄京亰兢坕坙婛巠惊泾涇
ging3A|33,陉陘迳逕踁茎莖胫脛竞競痉痙獍䔔俓劲勁弪弳径徑憼敬桱
sing1A|55,㙚𨛘𡉼𡟙鮏鯹鵿騂骍阩陞陹觪觲謃腥聲胜竔箵篂皨瑆焺煋狌猩㮱㱡㷣㽮䃏䗌勝升呏垶声惺抍斘旌旍昇星曐枡
sing1B|21,𣲛𡷫𠉛𠄘鯎騬铖郕鋮诚誠譝荿绳絾縄繩窚筬盛珹畻溗澠㞼㴍㼩䋲䡕䫆䮪丞乗乘城堘塍塖娍宬峸憴成承晟椉洆渑
sing3B|22,𣛮𩦝𦼦賸盛䞉乗乘剩剰墭嵊晟椉
sing2A|35,醒诚誠绳繩箵盛省睲㝭城渻
sing3A|33,蕂聖胜琞勝圣姓性榺橳
ting1A|55,㓅㕔𦂃𦭑鞓耓聴聼聽綎町烃烴䋼䩠䯕厅听庁廳朾桯汀
ting1B|21,𨑳𨫆𥪜𨪃鼮𤧟𤧻霆閮邒諪蜓蝏葶莛聤綎筳㷚㹶㼗䗴䱓亭停婷嵉庭廷楟榳渟
ting2A|35,𪊶𡈼脡珽䦐亭停婷挺
ting2B|13,颋頲铤鋌誔艇脡珽町甼濎烶䅍䵺侹圢娗挺梃涏
ting3A|33,聼聽听
ming1B|21,𨧹𤥁鸣𠱷鳴铭鄍酩銘覭螟蓂茗盟眀眳瞑焽猽溟㝠㫥䄙䆩䊅䳟冥名嫇明暝朙榠洺
ming3B|22,𠵴詺䒌命掵暝椧
ming2A|35,铭銘皿瞑明
ming2B|13,铭酩銘茗笽皿瞑溟㝠㟰㭗佲冥凕姳慏暝
ning1B|21,𤪥𧭈鸋𡨴𡩋鬡鑏薴苧聍聹甯狞獰濘㝕㲰䆨䗿䭢佇儜咛嚀嬣宁寍寕寗寜寧拧擰柠檸泞
ning3B|22,𤀑𡨴甯澝濘㣷㲌㿦佞侫倿宁寕寗寧拧擰泞
ning2B|13,眝矃䔭橣
ning1A|55,拎
ning2A|35,拧擰
ling1B|21,㖫㚑𤪥𤫊𤅷𠸖𤫩𤦫𧭈𤊥𣌟鸋鸰鹷麢齡齢龄龗𡨴𡡷𩆜𡩋鬡魿鯪鲮鴒駖陵零霊霗霛霝靈鑏铃閝酃醽鈴錂軨輘跉詅蛉衑裬菱蓤蔆蕶薐薴蘦舲苓苧绫羚翎聆聍聹紷綾祾秢稜竛笭碐琌瓴甯皊燯爧狑狞獰玲澪濘灵㝕㡵㥄㪮㬡㯪㱓㱥㲆㲰㸳㻏㾉䄥䆨䈊䉁䉄䉖䉹䌢䍅䔖䕘䖅䗿䙥䚖䠲䡼䡿䧙䨩䬋䭢䯍䰱䳥䴇䴒䴫令伶佇倰儜凌刢呤咛嚀囹坽堎塄夌姈婈嬣孁宁寍寕寗寜寧岭岺崚彾愣拧掕擰昤朎柃柠棂棱楞檸櫺欞泞泠淩
ling3B|22,𤀑𡨴踜睖甯澝濘炩㣷㲌㿦令佞侫倿另呤宁寕寗寧愣拧擰楞泞
ling2A|35,齡龄零靈铃鈴玲灵令拧擰
ling2B|13,领阾領袊眝矃䔭岭嶺橣
ling1A|55,零铃鈴㩕令伶拎
hing1A|55,㑆㒷㚾𧅥𨯵𦺄𡖖馨馫鑋輕轻賯蛵興㭢䅽䕟兄兴卿嬹氢氫
hing3A|33,𨯙𡕷𢿌诇詗謦臖興罄綮矎硁硜磬㷫䋜䋯䡖兴庆慶敻櫦殸
hing2B|13,踁胫脛㹩
hing2A|35,焸漀䳙
king1B|21,㒌㔀黥鯨鲸赹葝藑茕睘瞏琼璚瓊瓗焭煢㢣㯳㷀㼇䲔䵞儝冰凝剠勍嬛惸憌擎擏棾樈橩檠殑
king2A|35,顷頃頔苘㩩䔛䯧庼廎檾
king1A|55,顷頃倾傾
fing3B|22,捹
ping1A|55,𠹶𡞲頩閛艵聠砯砰硑甹䛣䦕乒伻俜匉姘娉弸怦抨拚拼涄淜
ping1B|21,𡞴𨥾𨸶𣸹𤧅𦂤𤋊𦱾鮃鲆駢騈骈郱鉼軿輧評评蚲蛢萍蓱蘋苹荓莯缾胓簈竮箳瓶甁玶㺸㻂䈂䍈䓑䶄呯坪塀屏屛岼帡帲幈平抨枰檘泙洴
ping3A|33,騁骋聘䀻併倂并幷拼
ping2A|35,瓶屏
wing1B|21,㘇𡠺𤪤𣞁蝾蠑荣禜爃㮠嬫峵嵘嵤嶸巆揘栄榮
wing3B|22,𦻑𩓙𤃡𢫕颍颕颖頴醟詠蒏禜穎潁咏泳
wing2B|13,𡛻𤤯𢒋怺柡栐永
wing1A|55,𢫕扔
bing3A|33,㓈鈵迸逬竝並併倂寎屏屛并幷摒柄棅
bing1A|55,𦛼𨴴鋲乒仌仒兵冫冰屏屛并幷掤栟氷
bing2A|35,𡛦𣶸𤦋𨧺𡟛餅餠饼陃鞆鞞迸逬邴蛃苪秉窉眪炳㨀䴵丙偋寎屏屛怲抦摒昞昺氞
bing3B|22,鮩竝病䗒並併倂傡垪并幷庰栤
gwing2A|35,㓏𥺂𢌡颎顈迥逈詗诇褧蘏蘔苘絅綗煚煛熲燛炅炯烱㢠㤯㯋㷗㷡䌹䔛䢛冏囧扃檾泂浻
gwing1A|55,駉駫烓㺾䮐冂冋坰埛扃
gwing3A|33,澃
jau1A|55,㕭𠰋
cau3A|33,𠳕觘罺耖肏仦仯
cau1A|55,𧣈𤙴钞鈔绰綽䫸䰫剿勦抄毮
cau1B|21,鄛轈窲皱皺巢巣樔
cau2A|35,訬焣煼炒㶤㷅䎐吵
zau2A|35,㐍㕚釽菷肘箒瑵爪爫䝖帚找抓
zau3B|22,㑿驟骤䑲掉棹櫂
zau3A|33,𦻐罩羄笊㷹䈇䍜枛
zau1A|55,謿窼䞴啁嘲
gau2A|35,㚣餃饺铰鉸賋虠绞絞笅筊皎狡灚烄㩭㽱㽲䀊佼姣捁搅搞撹攪晈
gau1A|55,鮫鲛鵁郊轇跤覺觉蛟膠艽茭胶㬵㶀䍊䕧䢒䴔交佼咬嘐峧敎教
gau3A|33,铰酵鉸較较覺觉窌窖筊珓滘漖敎教斠校
gau1B|21,覺觉
sau1B|21,𠿫𢶠𥋘
sau2A|35,𨈘蕱稍㪢䔠哨
sau1A|55,鮹颵髾鞘輎蛸艄莦筲䈰䈾䘯弰捎旓梢
sau3A|33,睄潲䏴哨娋
mau1B|21,㑤㚹𨥨鶜髳锚錨蝥蟊茅茆矛䅦䖥媌嫹渵
mau3B|22,㒵𠒇貌貎缪繆皃㹸䡚䫉
mau2B|13,铆鉚茆笷牡乮卯夘峁戼昴泖
mau1A|55,貓猫
nau3B|22,鬧閙闹臑淖
nau1B|21,鐃铙锚錨詉譊蛲蟯硇碙猱獶獿䃩䴃呶夒峱嶩巎巙怓挐挠撓桡橈
nau1A|55,孬
nau2A|35,挠撓
nau2B|13,挠撓
lau3B|22,鬧閙闹臑淖
lau1B|21,顟鐃铙锚錨蹘賿詉譊蛲蟯硇碙猱獶獿䃩䴃呶夒峱嶩巎巙怓挐挠捞撈撓桡橈
lau1A|55,孬捞撈
lau2A|35,挠撓
lau2B|13,挠撓
hau2A|35,㘼㚽㛈𠱼薧考祮祰禞烤䯪䲾丂侤巧拷攷栲洘
hau1A|55,飍骹髇髐頝鄗酵跤踍虓纐窙硗硣磽痚猇灱灲烋烤㤍㫴㹲㺒䂪䂭䟁䬘䯨侾吼哮唬嗃嘋嘐墝婋宯尻庨拷敲
hau1B|21,郩訤誵㮁䂚䋂䒝倄姣
hau3B|22,詨誟滧㤊䉰俲傚効恔挍效敩斅斆校
hau3A|33,㭳䓔嗃孝撽涍
kau3A|33,鮳鲓靠铐銬㸆䎋
ngau2A|35,㑃詏抝拗
ngau3A|33,㕭㘬㘭靿詏凹坳垇岙嶴抝拗
ngau1A|55,㘭𢯎𢲷凹坳垇抓
ngau1B|21,𥁒𤉶餚肴熬爊爻㿰䵅乐崤樂殽洨淆
ngau2B|13,齩䶧咬
ngau3B|22,乐樂
pau3A|33,㘐麭靤豹趵礮皰砲礟疱炮㯡䶌奅泡
pau1B|21,麃麅颮飑鞄鑤铇鉋跑爮狍炮炰刨匏咆垉庖
pau2A|35,跑刨泡
pau1A|55,萢脬抛拋泡
bau1A|55,㚿鮑鲍蚫褜苞胞笣佨勹包孢枹
bau3B|22,齙龅鮑鲍骲髱
bau2A|35,飹飽饱䭋怉
bau3A|33,爆犦炮
jen3A|33,㒚鮣菣茚脪㡥㥼㾙䲟印懚
jen1A|55,㘻𢜛𦲽𤨒𡟯𨪜𣪧黫𡟻𢞴𠗃駰骃陻鞇铟闉銦邤訢諲裀蒑蒽茵絪緸禋秵筃盺甄焮煾湮溵潱濦炘烟㤙㧢㶏䄄䓰䜣䧣人俽凐囙因垔堙妡姻婣忻恩惞慇昕栶欣歅殷氤洇
jen3B|22,㚺𦚯馸靭靱韌韧酳釁鈏軔轫訒讱衅舋肕胤紉纫牣湚㞌㠴㣧㪦㸾䀔䡛仞仭刃刄匁孕屻岃慭憖憗扨朄杒梕
jen2A|35,𠃊𦻕隐隠隱躵赾讔螼蘟荵綛磤溵濦㞬㣼㥯㦩㶏䨸乚人峎嶾忍檃檼櫽殷
jen1B|21,𣏴龪𣲚魜蔩芢秂璌㝙人亻仁儿夤寅忈忎朲殥
jen2B|13,𠒒𠇁靷蚓螾瘾癮濥㧈㽼䇙䌥䒡听吲廴引戭朄洕
den2A|35,𧄌𣎴躉趸墩墪氽
den3A|33,蹾㩐扥扽撉撴
den1A|55,蹾匰墩墪
den3B|22,踲燉潡炖㩐伅扽
cen2A|35,㐱黰駗鬒陈陳頣軫轸辴诊覙訠診袗缜聄胗紾縝稹笉矤矧畛疢疹㶊䂧䑐䪾哂姫弞弫抻捵昣
cen1A|55,𡤅親謓瞋㥲䀼䐜䠳亲嗔媇寴
cen3A|33,齓齔龀趁趂襯親衬藽称稱疢瀙䞋亲儭嚫榇櫬
cen1B|21,陈陳軙迧螴蔯薼塵尘敶樄
zen3A|33,𨦸𨯂𢸍震鎭鎮镇賑赈誫裖纼紖瑱甽㣀䝩䳲侲圳娠挋振
zen1A|55,𨫎𤨤靕鉁錱袗蒖薽胗籈禛眞真瞋甄珍珎㲀䂦䃌䈯嗔嫃帪
zen2A|35,黰鬒阵陣軫轸诊診袗缜紾縝稹眕眹畛疹䠴屒抮
zen3B|22,阵陈陣陳纼紖㮳䀕䊶䏖䨯塦
kwen1A|55,㒭𨬌𧥺𤨾鹍𡑔𤍣鯤鲲鵾鶤騉髠髡髨钧锟醌鈞錕菎碅琨瑻焜熴猑㟒䖵囷均坤堃堒尡峮崐崑巛昆晜
kwen3A|33,𣱣𡝗𦴨窘箘箟睏㬷䇹侰僒困捃攈攟涃
kwen1B|21,𡢡麇麕裙裠羣群㪊㿏䭽宭帬
kwen2A|35,麇阃閫閸裍裙菌綑祵稇稛箘箟硱䇹䠅壸壼悃捃捆攈攟梱
kwen2B|13,蜠㻒䐃
gen2A|35,𡁵𧫴饉馑近谨覲觐謹菫紧緊瑾漌㝻㹏䌍䒺䫀仅僅卺厪堇墐嫤巹廑槿殣
gen3A|33,龩靳覲觐菫艮茛㧆㨷㫔伒
gen1A|55,𩂋𦶠釿跟觔荕筋䈥䈽䘜䤺哏巾斤根
gen3B|22,近覲觐仅僅堇墐歏
