Syllable/Combination,汉字
zeng1A|55,鬙鱛鬇铮錚诤諍譄缯罾綪繒筝箏睁睜矰磳琤璔熷爭狰猙䆸䋫䍵䎖䱢丁争僧噌埩増增峥崝崢嶒憎挣掙曽曾橧
zeng3A|33,诤諍爭䙢䦛䦶争
zeng3B|22,贈赠缯繒甑䰝囎
kweng1A|55,㚚錓
geng1A|55,㗮𡙡𢉼鹒鶊賡赓菮羮羹耕粳絙絚緪縆秔稉畊焿㪅㹴㹹䢚刯庚揯搄更椩浭
geng2A|35,𣆳鯁鲠颎骾郠莄绠耿絙絚綆緪縆熲㮓㾘䋁䌄䱍䱎䱭䱴亘亙哽埂堩峺恆恒梗
geng3A|33,更
seng1A|55,𪊟鼪𡲥鉎苼笙生甥牲狌珄湦㽒䲼䴤僧栍殅泩
seng3A|33,蹭貹㨘擤
teng1B|21,𧬸𥸎鰧駦騰驣邆誊謄螣藤虅腾籐籘縢疼痋滕漛㬺䒅䕨䠮䲍䲢儯幐
teng1A|55,鼟膯
teng3A|33,霯
meng1B|21,㒼𠵼𡌺鯍蝱萌蕄盟甍甿䈍䉚䑅䒐䥰橗氓
meng3B|22,㜴顭
meng2A|35,𢛴𤷪绷綳繃忟
meng1A|55,𠵼䫤掹擝
meng3A|33,㟿掹
neng3A|33,𠹌褦
neng1B|21,而能㴰䏻坉
leng1A|55,㘄𠹌
leng3A|33,𠹌褦
leng1B|21,而能㴰䏻坉
leng3B|22,䮚
heng1A|55,㐔𩣪𨧤鏗铿銵鍞誙茎莖脝硁硜硻牼㧶㰢䃘䡠䡩䡰亨亯吭哼啈悙挳摼涥
heng1B|21,㔰𢖍𠒣𧗽𧗾鸻鴴鵆行衡裄蘅胻筕珩烆䪫䯒䰢哘垳姮恆恒拫桁楻洐
heng3B|22,𢔛𡜺行荇莕緈㼬䓷䛭倖堼婞幸悻杏涬
heng2A|35,齦龈錹行肎肯肻啃恒
heng2B|13,悻
keng3A|33,𠼰裉褃掯
keng2A|35,鯁鲠骾
feng3B|22,捹
feng1B|21,揈
ngeng1A|55,鷪鸎鸴鴬鶑鶯鞥蠳褮莺罃䓨䴍
ngeng3A|33,䙬
ngeng2A|35,哽
peng1B|21,𨂃𠙖馮鬅萠硼焩㥊㱶㵗㻚倗傰冯凭凴堋弸慿憑朋淜
peng2A|35,皏剻朋
peng3A|33,㼞
weng2A|35,㘢㴄㹙㹚奣
weng1B|21,㙆𨌆𥿢𢏐霐鞃閎闳鈜鋐谹苰翃翝耾紘紭綋纮竑竤硡㢬䆖䡌䡏䨎䩑䫺吰宏宖弘彋汯泓浤
weng3B|22,澋撔
beng2A|35,㑟誁
beng1A|55,㙃鏰镚蹦绷絣綳繃祊痭䑫䔊䙀䙖䨜嗙嘣堋塴奟崩嵭捠
beng3B|22,靐䨻凭凴堋塴憑
gweng1A|55,𠃋鍧軣輷轟轰觥觵訇謍薨肱硡䍔䎕䐵䧀厷嚝揈渹
gweng2A|35,𡆀
jit4B|2,㜸𤾚齧钀闑蠥蠮蘖臬臲糱糵熱热㮆㴪䡾啮嚙囓孼孽嵲嶭巕帠抴拽摰枿槷櫱
jit4Ab|3,黦谒謁蠮䊦䥟䭇咽噎
dit4B|2,𤔅镻軼轶迭豑豒趃跮詄螲袟袠臷苵绖翐耊耋紩絰秩眣眰瓞㦅㦶㲳䏲䳀佚咥垤墆峌嵽帙恎戜攧昳柣
dit4Ab|3,跌胅䫕
dit4Aa|5,啲
cit4Ab|3,㗫屮轍辙趄設设蔎苆聅聺瞮爡漆澈㬚䒆䚢䟙切勶屮彻徹懘掣撤沏
zit4Aa|5,㘉𢩦𡁶瀄唧喞擳
zit4Ab|3,輒輙辄蛰蜇蟄蠽节莭節砓硩疌疖癤瀄㦢㨗㪿㫼㮞㵶㸅㸞䇽䈟䏳䑖䓆䖳䗻䘁䰏䲙倢偼兯卩卪哲啠喆嚞埑婕媫尐岊嶻巀幯悊扻折捷晢晣栉楖楶櫛歽浙淛
zit4B|2,踕誱蠘蠞蓵箑睫㨗㨩㯙䕙䟌䶡倢唼啑寁截捷掶擮
git4Ab|3,㓗㛃𤩦𠎧魝鮚鲒颉頡鍻袺结結絜磍潔㪴㮖㮮䅥䥛佶圿忦扴拮撷擷桔洁
git4B|2,㘶𦵴𠹳𤌴𠎀滐偈傑嵥搩杰桀桝楬榤櫭
sit4Ab|3,㔎𥜽齛齥靾躞躠辥辪褻薛舌绁糏紲絏絬緤禼窃竊疶燮爕㞕㡜㣯㨝㳿㴮㴽㸉㻡䊝亵伳偰僁卨夑契媟屑屟屧揲揳暬楔榍槷泄洩渫
sit4B|2,𧵳蛥蝕蚀舌䞌
tit4Ab|3,鴩飻餮驖鐡鐵铁鉄銕蛈䥫僣
mit4B|2,㒝㓕𩴾鱴鴓鑖蠛衊蔑薎粖篾眜滅灭烕㩢䁾䈼䌩䘊䡸䩏幭懱櫗
mit4Aa|5,搣
nit4B|2,㖏㘿𣵀陧隉篞䂼圼
lit4B|2,㖏㘿𣵀𨑬𦶣鮤鴷颲陧隉轣迣迾趔蛚裂茢綟篞睙煭烈烮㤠䂼䅀䋑䮋䴕冽列劽咧圼姴峢戾挒捩棙洌
lit4Ab|3,𤹐裂结缬結纈
hit4Ab|3,蝎蠍缬纈猲烲焎娎歇
kit4Ab|3,㐖㓞㓤㓶㔛𡐤黠𤂌𥜝颉鞊頡鐑锲鍥迼遏诘谒襭訐詰謁讦蛣蛪蝎蝢蠍褉葜藒缬羯翓緳纈竭硈碣礍㩪㼤䂒䕵䙽䤿䦖䩤䩧劼奊契孑嵑挈掲揭撷擷朅栔楬洯渴
fit4Aa|5,𢝵𢞵
ngit4B|2,齧䥹啮噛嚙囓
pit4Ab|3,鐅覕瞥潎㧙䋢䥕丿嫳徶撆撇暼氕
bit4Ab|3,㔡鷩鼈龞鱉鳖蟞虌㢼䌘䘷䳤別别彆徶憋
bit4B|2,𡋾飶馝蹩襒蛂苾莂瘪癟㿜䇷䏟䠥䭱別别咇
bit4Aa|5,鮅飶駜驆铋鉍觱珌㻫佖咇必怭
gwit4Aa|5,𠵯
jei3B|22,㑜㖂㛳𤤙𠂆𦏸靾跇跩詍绁紲絏玴㵩㹭䄁䄿䇩䎈䕍䛖勚勩呭怈抴拽捙曳曵枍枻栧泄洩
jei2B|13,𠯋孬曳
dei1A|55,㓳鞮趆袛羝磾㫝䃅䍕䐎䧑仾低奃底彽氐
dei3A|33,𥰆𧬺达迏迖谛諦蝃螮蒂蔕腣缔締祶禘碲疐䁀䑭䗖䟡䩘䩚偙僀嚔墆媂帝怟慸揥摕梊渧
dei3B|22,𩻸𡝯𨹥隶隷隸釱鉪蹏軑轪递逓逮遞遰踶蹄苐第睇珶焍㣇俤埭娣嵽弚弟悌戻杕枤棣
dei2A|35,鯳骶阺軧邸诋觝詆菧聜第砥牴㪆㭽䂡䏄䢑䣌呧坻底弟弤抵拞掋柢氐
dei1B|21,弟
cei1B|21,𣋠𪗆麡齊齎齐鱭鲚釮賫賷赍蛴蠐薺艩荠緕纃䶒亝懠斉斊
cei2A|35,齊齐皉
cei1A|55,齌鶈霋郪迉褄萋紪緀凄妻悽捿搊栖棲淒
cei2B|13,鮆鱭鲚萕薺荠
cei3A|33,銐矵砌磜痸㥉䀙䀸䀿䏅䟷䠠傺切妻憏摖沏
zei3A|33,𠶜鯯鰶际際霁霽裚製薺荠祭穄穧磜瘈瘛狾猘漈濟㝂㴉䄞䇽䎺䨖䩢䭁䱥䶓制剬憏掣晢晣暩泲济済
zei3B|22,齊齌齐蹛踅穧璾滞滯㸄㿃䇧䐭䶩哜嚌彘
zei1A|55,齌齎齏齑鮆隮韲鑇躋賫賷赍跻蟕虀㨈䂑䜞䝴䠁䪟䪠䪡䪢䪣䮺剂剤劑挤擠櫅
zei2A|35,濟䍤仔囝崽泲济
zei1B|21,仔
kwei1B|21,㔒㙓㙺𡖂𧃍䕫𧤤𣋒𤩸𣿮𩓚𪆴𡋣𢹂馗騤驨骙隗頄頯鑴鄈酅鍨躨逵觹觽觿讗蠵葵蘷虁眭睽畦犪㩗㩦㽯䀘䕫䙵䟸䤆䥴䧶䳫喹夔奊戣揆携擕攜暌
kwei1A|55,鬶鬹雟闚規规蝰藈蘬虧聧窥窺盔瞡䂓䖯䯓䲅䶯亏奎嫢岿嶲巂巋悝摫晆椝槻槼
kwei3A|33,騩觖䯣䰎媿尯愧
kwei2A|35,頍蹞跬葵煃䞨䠑
kwei2B|13,謉㟡媿愧揆楑
gei1A|55,㚻㛷鸡鳮鶏鷄雞笄筓㮷嗘枅
gei3A|33,髻計訐计讦葪蓟薊蘮结继罽系紒結継繫繼筀瘈瘛瀱炔㡭㲅㾵䦇峜彐彑檵
gei2A|35,髻計计偈
gei3B|22,偈揭
sei1A|55,㓾𦚵𠧧𨬯𦎾西舾茜簛籭粞筛篩硒犀㢴㯕㾷䇴䧈卥嘶屖徆恓栖棲樨氥
sei3A|33,㔟㔺𦭓𡎎貰贳细聓聟細笹㭡世丗势勢卋埶壻婿朑
sei2A|35,駛驶细細世使婿洒洗
sei3B|22,銴逝遰遾觢誓簭筮澨㭀㸷䤱噬忕
tei1A|55,㔸鷈鷉锑銻䖙䴘梯
tei1B|21,㖒𧡰鹈鮧鮷鯷鳀鴺鵜鶗鶙鷤题騠隄題醍鍗蹏遆趧踶蹄謕蝭褆蕛苐荑绨缇罤綈緹禔禵稊碮瑅漽㡗㣢䅠䔶䚣䛱䨑䬫䬾䱱偍厗啼嗁堤媞崹徲惿提
tei3A|33,㗣髢髰鬀鬄裼褅薙绨缔綈締㬱㯩䎮䙗䶍䶑剃剔嚏屉屜揥替楴殢洟涕
tei2B|13,𡠨㼵䑯娣媞弟悌
tei2A|35,题骵體題醍躰軆蹄睇䌡䪆体挮
mei2B|13,㐘銤蛘蔝羋脒米粎眫眯瞇䋛䱊咪弭敉洣渳
mei3B|22,㜆袂咪
mei1B|21,𣉢麛霾醚迷谜詸謎蒾眯瞇㝥㴹䛧䤍
mei2A|35,谜謎米
mei1A|55,米咪
nei2B|13,鉨䦵檷
nei3B|22,迡
nei1B|21,臡䘦䛏呢坭埿屔泥
nei2A|35,坭泥
lei3B|22,㑦㒧㘑𩧃𧢝𥗠𤫟𨰣𨯅𤪲麗鱱隶隸迡迣蛎蛠蜧蠇蠣茘荔粝糲綟禲盭矋砅砺礪珕瓥疠癘爄犡濿㡂㤡㼖㽝㾐㿛䅄䊪䕻䘈䚕䥿䬅䴡丽例俪儷励勵厉厲囇婯巁悷捩攦攭曞栃栛栵棙櫔欐淚
lei2A|35,𡅏𡂖㦒來嚟坭戾来泥
lei2B|13,𧬹鱧鳢醴鉨豊蟸蠡蠫礼禮澧䗍䦵剺劙攭檷欚
lei1B|21,𦺙𡃤麗黎黧邌蠡菞蔾藜臡盠犁犂㠟㰀㴝䄵䉫䔣䘦䛏䣓䵩丽來呢嚟坭埿屔廲来泥
hei3A|33,㚛㰥
hei1B|21,㜎鼷騱郋蹊豀豯貕螇蒵䫣傒兮奚嵇徯榽
hei2B|13,𥉐謑匸奊
hei1A|55,閪
hei3B|22,蘻系縘繋繫禊稧盻䐼䜁係傒慀檕
hei2A|35,系係喺
kei2A|35,㒅𣘼闙諬綮稽㬖䏿䡔䭫䭬启呇唘啓啔啟晵棨
kei1A|55,㕃鸂鑙蹊谿豀稽磎溪㠌㶉䆌䳶嵆嵇嵠渓
kei3A|33,𧡘蟿罊碶瘈瘛䁈䁉䚉䫔契愒揭栔
fei3B|22,㔗鼣萉疿痱䀟䆏䨾吠
fei1A|55,𦑩𤪖𦆮麾𡽪𧃸鰴隓隳輝辉袆褘蘳翚翬禈珲琿煇瀈灳㧑㩣㫎㹆䘗䜐噅噕堕墮墯婎媈幑徽挥揮撝晖暉楎
fei3A|33,髴靅鐨镄費费芾肺胇砩疿痱癈狒濷㵒㾱䉬䑔䕠䚨䛍䠊䰁俷剕废廃廢怫昲曊杮櫠沸
fei2A|35,疿痱
ngei1B|21,㕒𤊓麑齯鯢鲵霓郳輗觬蜺犩猊㞮㠕㪒㫉䘽倪兒危婗峗峞嵬嶬巍桅棿洈淣
ngei1A|55,㙠𠼮𠱓
ngei3A|33,㙪𠫍阨阸隘豷蘙缢翳縊瞖瘱㝣㞒㡫㥷䋵䗟医哎嫕屃屓屭幆曀殹
ngei3B|22,㙯㜒𦐒𢏗𣫛𠎵魏鮨驇诣豙襼詣誽讛褹萟蓺藙藝蘶艺羿聣秇睨䆿䉨䝘䭳䱈伪倪偽僞兿呓囈埶堄寱栺槸毅
ngei2B|13,隗頠顗鈘轙蛾螘蟻蚁舣艤硊礒㠖䃬䉝䧧䰙厃掜晲檥
ngei2A|35,躷矮㢊桅
pei1A|55,㓟𠜱鎞鈚錍悂批
pei2B|13,睤睥䁹
pei3A|33,䡟
pei2A|35,䫌䰦
wei3B|22,㒞𦒄𨯚𡣺𨩋𣖜𤪳鏏鏸躗躛軎轊遗遺谓謂譓譿讆讏蝟蟪衛衞蔧蕙胃緭篲璏璤煟熭爲猬潓為㤬㥜㥣㦣㨹㩨㻰䎚䗽䘙䜜䡺䦄䧥䪋䬑为位僡儶卫喟媦寭彗彙彚恚恵惠慧憓懳槥橞渭
wei3A|33,㕀㜇𣻷𥳀𡜦鳚餧餵饖霨鐬螱褽蔚薈薉藯腃荟罻翙翽秽穢瞺硙碨磑畏熨犚獩濊㟪㬩㷉䂕䙆䮹䲁䵳叞哕喂嘒噦嚖墛嬒孈尉嵔嶎徻慧慰懀暳泋
wei2A|35,㕟骩骪骫逶诿諉譭蜼萎蒍蔿薳虫虺腲芔碨痿燬猥為㩓㷐䃣䍴䓕䛼䦱为位卉唯喂喟嘳壝委寪崣廆慧檓欳毀毁毇渨
wei2B|13,㖐㙔𥯤𨗨鷕颹隗韋韑韙韡韦韪踓諱讳葦芛苇緯纬瑋痏煒玮濻瀢炜㨊㬙㭏䈧䍷䪘䵋伟偉儰卉壝徫愇撱暐椲湋
wei1B|21,㗹𤔡𡺨鮠韋韦闈闱鄬醀鍏违違遗遺讉蓶维維琟爲爳潍潿濰為䑊䔺䙟䜅䝐䧦为唯喡囗围圍圩壝媁帏帷幃惟慧桅欈涠湋
wei1A|55,㙎𨩆鰃鰄鳂隇逶覣蜲蝛蟡萎葳縅煇㣦㮃䫋䴧倭喴委威媙崴揻楲
bei3B|22,㙄𡃇陛韛蜌薜粺稗狴獘獙㡀㢢㯇㰆䟤坒币幣幤弊敝斃梐毙
bei3A|33,𠻻鷩鐾閇閉闭鄨贔赑萆蔽箅䏶䨆埤奰
bei1A|55,鎞豍跛螕箥㝿㡙䚜
bei2A|35,㪏
gwei3A|33,㑧𡞳鯚鱖鱥鳜餽饋馈蹶貴贵蓕聭瞆瞶瑰痵癸猤溎炅炔㪈㳵㻑䁛䌆䝿䞈䣒䳏刿劌季嶡嶥悸撅昋桂
gwei2A|35,㔲㔳鬼陒軌轨诡觤詭蛫簋祪㧪㨳㲹㸵䃽䍯䣀䤥佹匦匭厬垝姽媿宄庋庪恑攱晷朹柜櫃氿汣湀
gwei1A|55,𣵾龜龟鮭鲑騩閨闺郌銈邽螝袿膭茥胿窪硅珪瑰璝瓌皈溈潙㰪㱕㻁䅅䆴䢜亀傀刲圭妫媯嬀帰廆归櫷歸沩洼
gwei3B|22,餽饋馈阓鞼鐀鑎闠跪蒉蕢簣籄篑炅䕚䠏䠩匮匱撌柜樻櫃
joei3B|22,㓹𨧨𥌑𥈠𠮏锐銳鋭蚋蜹裔蕊蕋蕤蘂芮睿甤㢻㣸㪫㲊㵝㶋㶙㽔䂱䄲䇤䓲叡壡枘橤汭
joei2B|13,蕊蕋蘂蘃繠擩橤
joei1B|21,蕤緌甤䅑䬐桵
doei1A|55,㕍鴭鐓镦磓痽㪟䂙䊚䜃䭔垖埻堆塠嵟敦
doei3B|22,㙂队陮隊鐓鐜镦錞譈譵薱綐濧瀩㟋㠚㦠㬣㳔䌼䨴䨺䬈䯟兌兑怼憝憞懟
doei2A|35,𦞙𢵌𢷮队隊頧㨃䇏对對
doei3A|33,𨮝轛襨膇碓㪟䨴兊兌兑嚉对対對敦
coei1B|21,㕑𡃴𥱥鬌除隋随隨顀鎚锤鉏錘遀蜍菙蒢蒣腄膗箠篨磪瓍滁㡡㪓㻟䍱䜔䢫䥦余俆凗厨墔幮廚徐慛捶搥桘棰椎槌槯橱櫉櫥涂
coei1A|55,㜠龡鏙貙趋趍趣趨蛆衰缞縗璀獕炊㸖㿐䈌䓚䙑䝙䶴伹催吹哸嗺坥崔嶉摧榱
coei3A|33,𣝦龡韢趣襊覰覷覻觑膬臎翆翠耝脃脆紣綷竁皠琗焠濢㝮㯔㳃䁦䃀䄟䕜䦟䦤䦷䴝伜倅刞吹啐啛啜娶橇毳淬
coei2A|35,鎚锤錘趡趣膪璀漼㪜㵏㷃䊫䦟䦷䧽取娶廚揣
zoei3B|22,㐨㘧鱮队隊鑆辠贅赘袓藇膇芧缀缒罪聚綴縋硾礈甀溆漵潊㜿㠑㠘㧳㵰㻽㾽䃍䋘䦽䫨叙坠垿埾墜屿嶼序怚怼懟敍敘汿沀
zoei1A|55,㖩㗓㚝𩺬龨魋鴡鵻騅骓隹雎锥酻錐追趄跙蛆菹葅苴罝脧纗砠疽狙㩾㫿㮅䏣䘒䢸䨨䪶䮔䱦䶆且娵岨朘椎樶沮
zoei3A|33,㙍餟酔醉醊錊足諈蕞缀絊綴祽稡穝笍畷㝡㰎䄌䘹冣娷惴晬最栬槜檇沮
zoei2A|35,齟龃𣲙鉏跙觜璻㭰䃊䶥咀嘴噿岨嶊嶵序沝沮
goei2A|35,㐦𡤒𦵑𦲂齲龋𣁄踽襷蝺萭蒟舉莒聥籧粔竬筥矩㩮㪯䄔䅓䢹䶚举偊句弆挙擧枸柜椇榉榘櫸欅
goei3B|22,𥳁𩗗鮔颶飓駏鐻钜醵鉅遽貗詎讵蚷衐虡苣耟簴粔秬窭窶犋澽炬烥㠪䣰䶙乬具勮埧壉姖寠岠巨巪怇惧愳懼昛歫
goei1A|55,𩤅𤉸鶋車车蜛裾腒艍眗琚㝒㞐䅕䝻俱凥婮居崌捄据椐涺
goei3A|33,锯鋸躆邭豦踞瞿澽㨿㩀䈮䛯䱟䵕倨勮句屦屨拠据據
soei2A|35,㑔㑯髓閖醑谁谞誰諝糈繐稰穗盨碎㝽㲑䅡䭉偦暊水氵氺湑
soei3A|33,㑕𡻕说說説蛻蜕裞膆粹繀祱稅税砕碎㞸㢷㥞㱁㱑㽷䅗䬽䭨亗嗉埣岁嵗帅帥帨挩捝歲歳涗涚
soei3B|22,㒸𨪂隧顇鐆鐩遂邃谇賥踤襚誶譢萃蔧脺膵粋粹絮繐繸祟禭穂穗穟篲睟睡瑞璲疩瘁焠煫燧澻㥨㱖㴚㸂䆊䆳䉌䍁䔹䠔䡵䥙䳠䵻啐墅嬘彗忰悴旞槥檅檖櫘淬
soei1A|55,𤟠𦷪须雖需鞖須鑐谞諝蝑衰葰蕦虽荽荾绥胥綏縃繻眭睢熣湑滖濉㥠㲤䇓䇕䈝䋶䒘䔀䕑䧌䪎䱬倠夊媭嬃尿嶿幁揟楈浽
soei2B|13,髄髓靃顇脺膵膸绪粹絮緒緖筡盨瘁瀡㵦㷂䯝墅嶲巂悴
soei1B|21,陲谁誰脽箠䍋倕厜圌垂埀檌
toei1B|21,魋颓隤頹頺頽蹪蘈穨㢈㢑㿉㿗䀃䅪僓尵
toei3A|33,駾退蛻蜕螁褪煺㥆㷟侻娧毤毻
toei2A|35,骽腿㞂㱣㾼俀
toei1A|55,萑蓷藬㞜推
noei2B|13,鮾鯘餒餧馁钕釹腇脮籹㼏䲎女娞
noei1B|21,钕釹蒘䋈女
noei3B|22,錗㨅㵖女
noei2A|35,女
loei1B|21,㒍㗊𨯔𦌵鼺鱩鷜騾驘驢驴骡雷靁鐳鑘钕镭閭闾釹轠蒘蔂蕾藘蘲虆膢缧罍羸累縲纍纝璷瓃畾爈㠠㱺㲎㵢㹎䄛䋈䍣䐯䕡䨓䯁儽垒壘壨女嫘擂攂榈樏檑櫑櫚欙氀
loei2B|13,㒦㙼㛎㜢𡞱𥚃鸓麿鮾鯘餒餧馁頛鑸钕铝閭闾郘里釹鋁謱讄蠝裏裡褛褸蕌蕾藟蘽腂腇膂膐缕脮籹累絫絽縷纍祣稆穞穭磊磥礌礧礨癗漯灅焒㭚㵽㶟㻲㼍㼏㾔㿔䉂䢮䣂䲎䴎侣侶偻傫僂儡儢儽厽吕呂垒塁壘女娞屡屢履挔捛旅梠櫐櫑
loei3B|22,㔣㔧𩸭颣類鑢錑錗诔誄蘱虑耒类累纇纍禷盭礌礧滤漯濾㨅㴃㵖䉪䓞䣦䥨䮉䮑勴唳垒壘女悷慮戾捩櫖沴沵泪洡涙淚
loei1A|55,𨂐𨀤
loei2A|35,驢驴類类女
loei3A|33,榈櫚
hoei3A|33,㚎麮鼁酗迲煦㧁㫢㰦䣱厺去呴唟昫
hoei1A|55,𥲤魖驉訏虗虚虛盱疞㠊㰭㽳䏏䖉吁呕呴嘔嘘噓圩墟姁旴晇欨歔
hoei2A|35,𤍥鄦酗诩訏許詓詡许祤珝煦滸㞰䔓䣱䧁冔去呴咻喣姁昫栩欨浒
hoei2B|13,佢渠
koei1A|55,㐝㘗𢳉𥐰𥕥魼鮈鰸鱋駆駈駒驅驱驹阹躯軀跔袪胠紶祛痀㣘㪺㭕䒧䧢䮃佉佝俱倶区區呿岖岴嶇憈抅抾拘敺泃
koei1B|21,㜹𪆫𤨎鸜鸲鼩𨬡鴝鐻鑺躣軥螶蟝蠷蠼衢菃葋蕖蘧臞翑胊籧絇瞿磲璖璩癯爠灈㣄㬬㯫㲘䀠䂂䆽䋧䝣䞤䟊䵶劬忂懅戵斪朐欋氍洰淭渠
koei2B|13,𠳔𠰠距竘佢拒歫渠
koei2A|35,蟝
deai3B|22,哋地坔埊墬嶳
deai2A|35,哋地
geai3A|33,㒫𩥉𤨥𡏾𧪄覬觊計記计记蔇紀纪稩穊䐀䓽䢋䢎垍塈墍寄徛懻旡既旣洎
geai1A|55,㙋㙨㚦𧝞𢖯𥕛𣻺飢饑饥鞿鐖鄿錤躸踑踦覉覊觭譏讥萁虮羁羇羈耭肌簊禨稘穖箕矶碁磯璣畸畿犄玑㞐㫷㼄䇫䘛䛴䟇䟚䡄䥓䩭丌乩僟其几刉刏剞叽吱嘰基奇姬居巬己幾掎敧朞期机槣機
geai2A|35,㚡𨥈𣊉𡡤麂魢鱾踦蟣虮紀纪㞆㞛㞦㡬㽶䢳几剞妀己幾庋庪忌掎杞
geai3B|22,鬾鵋騎骑跽誋諅褀芰茤㠱㥍䋟䗁䛋䝸䤒伎坖垍妓徛忌惎技梞洎
seai3A|33,蕼肆牭㹑䦉亖四
seai2A|35,㱝死
meai3B|22,㖝𧙕𥧌鬽魅鮇蝞菋苿祙篃眯煝䅏䉋䊊䙿䰨䰪味媚寐怽未
meai2B|13,㜫𣖙𠸍𤧞𠳿𦾡靡镁鎂躾葞艉芈荱美濔灖㞑㠧㥝䇻䓺䖹䞔䬿䭧亹侎吀娓媄媺嬍孊尾嵄弭捤敉斖梶沵浘渼
meai1A|55,𧋦眯睸瞇溦味咪尾屘微
meai1B|21,𡡻𪑛𣈲鸍鹛麊麋黴𢃼𠋥𢔰𣁋鶥霉霺靡鎇镅郿醾醿釄覹葿薇蘪蘼糜縻眉睂矀瑂瓕癓爢猕猸獼溦濔瀰㟜㣆㣲㧠㵟㸏䉠䊳䌕䕳䕷䥩䴢冞堳媚嵋嶶弥彌微徾戂擟攗攠楣沵湄
meai2A|35,薇眉味微
neai3B|22,㛅餌饵铌鈮誀衈腻膩胒眲珥㢽㦐䎶䏪䣵毦泥
neai2B|13,㛋𦴪𡛧馜隬苨祢禰狔䕥伱你儞妳您抳旎柅洱
neai1B|21,𤤗𥿡𦲁铌镾鈮跜蚭籾祢禰秜猕獼濔瀰㞾㢱㳽䉲䝚伲呢妮尼弥彌怩沵
neai1A|55,呢
neai2A|35,洱
leai1B|21,㒿㓯㛤𨤳𡺉𪈳𤤗𥿡𠼝𠻗鸝鹂麗𦲁鯬鱺鲡鵹驪骊離霾鏫鑗铌镾醨釐鈮鋫錅貍跜謧蚭蜊蟍褵蓠蘺艃缡罹籬籾縭纚祢禰离秜穲筣篱睝琍璃瓈牦犛狸猕獼漓漦濔瀰灕㞾㢱㥎㰚㳽䄜䅻䉲䊍䋥䋱䍠䍦䔆䔧䖽䖿䙰䝚䱘䴻丽伲刕剓剺劙厘呢嚟囄妮嫠孋孷尼弥彌怩悡悧摛攡斄杝梨梩梸棃樆氂沵
leai3B|22,㛅𣼵𦲷𠍆鯏餌饵铌鈮詈誀衈蒞脷腻膩莅莉胒眲珥痢猁㢽㤦㦐㻳䇐䎶䏪䣵俐利吏娳毦泥浰涖
leai2B|13,㛋𢃇𦴪𡛧鯉鲤馜隬锂里鋰逦邐裏裡苨纚祢禰理瓼狔㸚㾖䕥䤚䧉伱你俚儞哩妳娌履峛峲悝您抳旎李柅洱浬
leai1A|55,鬁籬篱理琍璃瓈痢呢喱
leai2A|35,里莉狸利厘喱李梨洱
heai3A|33,㑶黖餼饩霼鎎羛盵甈熂犔滊炁㞒㞓㫓㸍䊠䔾䨳䮎乞呬咥噐器嚱囕塈墍夡屃屓屭弃忥怬愒憇憩戏戯戱戲暣棄气気氣汽
heai1A|55,㙿㚀㛓㜯𣜠𤏁𣌀𡾞𠘕𤋮𠘑𨯨魌鯑鱚鵗隵郗醯釐豨踦訢諆譆识莃羲繥禧稀睎瞦礂琋煕熈熙熹熺燨爔牺犧狶烯焁焈㠻㩬㬢㰕㰿㱆㷩㹷㺣㿽䂀䐅䒊䖒䖷䛊䜣䤈䫏俙倛僖僛凞唏嗨嘻嘿娭娸媐嬉屎巇希忚悕戏戲抾晞曦桤桸榿橀欷欺浠
heai2A|35,𤧸𤍈𨭎釐邔豈起蟢芑禧盀玘㝆㞯㵙䄫䒻䔇喜囍屺岂憘憙暿桤榿橲歖
keai1B|21,㐞𣾁𣾏𣄃𤊄𦸀𦝁𩃤𤦺麒𡸷𣗍𤪌鬿魕鮨鯕鰭鲯鳍鵸鶀颀騎騏騹骐骑鬐隑頎锜錡軝跂蚑蚔蚚蜝蜞螧蟐蟣萁蕲藄蘄虮芪耆肵簯簱籏粸綥綦綨祁祇祈祺禥竒碁碕琦琪璂疧猉玂濝㞿㟓㟚㩽㫅㯦䃆䅲䉻䑴䓫䕤䞚䡋䩓䭶䭼䰇䲬䳢䶞丌亓伎俟其凧剘呮圻埼奇岐岓崎帺忯愭掑旂旗期枝棊棋樭檱櫀歧淇
keai2B|13,㖉𦮳跂企徛
keai2A|35,𨀣蜞琦䄎企婍旗棋
