Syllable/Combination,汉字
keai3A|33,鱀騎驥骑骥蘎臮䀈䙫丠亟兾冀唭塈墍暨曁
keai1A|55,陭蹊踑踦觭畸㟢㥓㩻㱦倚崎嵜攲桤榿欹
feai1A|55,㐟𩇫𦴧鯡鲱飛飝飞餥馡騑騛霏非靟蜚裶菲绯緋痱猆㫵䙍䩁䬠匪啡妃婓婔扉斐暃榌渄
feai3B|22,㔈狒㩌䒈䠊䤵剕厞
feai2A|35,𩄼𦻔陫诽誹蜚菲蕜翡肥篚疿痱㥱䕁䨽匪奜屝悱斐朏棐榧
feai1B|21,蜰蟦腓肥痱䈈婓淝
ngeai3B|22,诶誒欸
ngeai1A|55,诶誒欸
ngeai3A|33,诶誒欸
peai1A|55,㔻㗪魾駓髬阫鎞铍鈚鈹鉟銔豾被翍耚肧胚紕纰秛秠砒磇狉狓㨢㩺㱟㺽䋔䪹䫠䮆䯱不丕伓伾呸啡帔怌悂披抷旇
peai1B|21,𦨭𨈚𨸹鼙魮魾鮍鲏鵧駍阰陂陴隦鞞铍郫鈹邳豼貔蚍蚽蚾蜱螷蠯裨脾腗膍芘罢罷粺紕纰禆稗笓皮琵疲焷㮰㯅㼰䲹䴽仳埤壀岥岯崥批朇朼枇椑比毗毘毞
peai2A|35,鄙諀脴脾苤皮痞䚰䚹仳吡否啚噽嚭圮庀
peai3A|33,譬濞㳪㵨㿙䊧䠘媲嫓嬖屁帔淠
peai2B|13,被睥䤏婢庳
beai2A|35,㑭㗗髀鞞鞸貏舭聛肶粃秕篦畀畁疕㠲䀝䃾䏢䣥䯗佊俾匕吡夶妣媲彼柀比毗毘沘
beai3B|22,㘩鼻骳髲鞁鞴闢辟避贔赑襣被萆蓖糒絥箄箆篦犕㢰㣁㸢䑄䕗䘡䩀䫁俻偹備僃匕嚊坒备奰嬶嬽惫憊比
beai1A|55,鹎鵯陂錃诐襬詖裨萆萞蓖藣罴羆篦碑犤㽡䍘䙓䥯䥸卑埤屄岥庳悲摆椑毴渒
beai3A|33,𠳓铋閟鄪鉍轡辔邲诐貱費賁贲费跛詖臂芘肸肹粊祕秘箅畀疪痹痺滗潷㝿㿫䀣䉾䊌䎵䪐匕北埤庇怶枈柲毖泌
jyu2B|13,㐠㑨㒁㒜㖳㘾㙑㙖𨦫𦲸𠉴𣳿麌齬龉𨨶𨺲雨頨铻鄅鋙语貐語萭蘌與舙羽肗籹祤禹窳篽瑀瘉瘐㝢㡰㨎㲾㺄㼌䣁䥏䦀䨞与乳予俁俣偊噳圄圉女宇寙屿峿嶼庾懙挧擩敔斞楀汝
jyu1B|21,㐵㔱㖲𣈯𤲞𡢢𠏋𠈌𠯆𦽳𦖭鸆鸒齵𢢭魚魣鮽鰅鱬鱼鴑鴽鷠顬颥餘馀騟骬髃隃隅雓雩铷醹銣鍝輿轝逾邚谀踰襦覦觎諛謣譃蝓蝡螸蠕袽褕萮萸蕍蕠薷虞腴臑臾舁舆與艅茰茹羭籅繻禺窬竽筎簃盂睮硢瑜璵畬畭燸牏狳玙湡漁澞濡㤤㥚㥥㦙㦛㬂㬰㭌㳛㶛㷒㺞㻀㻦㼶㾒䁩䂛䃋䄖䄨䍂䏸䐳䔡䗨䘫䚤䛕䜽䞕䢓䣿䩒䫱䬔䰭䰰䰻䱷䲆䲣与予于伃余侞俞儒兪喁嚅圩堣堬如妤娛娯娱婾媮嬩嬬孺屿崳嵎嵛嶼帤庾愉愚懙挐揄斔斞旟曘桇桙楡楰榆欤歈歟歶毹毺渔渝渪
jyu1A|55,㚥鯲陓酑込迂迃邘衧虶芋紆纡穻竽箊盂盓瘀玗㝼㪀㫇㫈㺮䆰䊸䨕䩽乻于亐吁唹扜扵於旕杅淤
jyu3B|22,𡒊鸒龥预馭驭隅雨雩預铷銣遇语谕豫誉語諭譽裕蓣蓹蕷藇與籞籲禦穥礖礜瘉癒滪澦㹘䂊䘘䘱䢩䦸䨒䴁与俞兪匬吁喩喻媀孺寓峪庽御忬悆愈愉擩櫲洳
jyu2A|35,魚鱼瘀伛偊傴噢妪嫗淤
jyu3A|33,飫饇饫酗醧秗燠䣱䣴妪嫗棜
cyu2B|13,㑏𨀉𦆭𦅜𥌓鱰貯贮跓詝褚處芧苎苧纻署羜紵禇竚眝砫㝉㴤㿾䇠䇡䖏伫佇储儲処坾处宁嵀曙杵杼柱楮樦
cyu1B|21,㕏㕑𨆼麆除蹰躇躕蜍蟵蕏藸篨滁㡡䊰䟞厨幮廚橱櫥
cyu2A|35,褚處䖏処处廚柱
cyu3A|33,處竌䖏䦌処处
zyu3A|33,㗟𤏸馵駐驻霔鑄铸鉒鋳軴迬註蛀著罜翥紸祩秼筯箸疰炷㫂㹥㺛䎝䎷䘄䝬䪒䬡䭖乼墸壴殶注
zyu2A|35,𪐴𠰍麈陼罜砫煑煮濐㵭䍆䘢䰞丶主住劯宔拄枓渚
zyu1A|55,鼄鮢鯺鴸駯铢銖邾诛诸豬趎跦誅諸蛛蝫蠩袾蕏藸茱絑硃珠猪潴瀦㦵㧣㶆䃴䇬䏭䐗䡤䣷侏姝娵朱株槠橥櫧櫫洙
zyu3B|22,莇筯箸㾻住櫡
syu3B|22,㒘㛸㜐𣗳豎裋腧竖竪澍濖㴻䜿䝂侸尌忄暏树樹
syu2A|35,㓿龧黍鼠鱪薯處癙潻䑕䵓处暑
syu1A|55,𨥤鵨鄃輸输舒荼纾紓瑹瀭㡏䋒䋡䧾书俆圕姝抒摅摴攄書枢樗樞橾毹毺
syu3A|33,𡜐鏣處腧㣽㲓㵂䉀䖏䠼䩱俞兪処处庶庻恕戍
syu1B|21,陎軗蜍蠴薯藷糬㸡㼡嘘噓杸殊殳
syu2B|13,署曙
kwu1A|55,㗄笟箍篐圐
gu1A|55,㑬鸪𠵎𡦈鮕鴣钴酤鈲鈷軱軲轂轱辜觚蛄菇菰苽罛罟箛㣨㴌㵈㼋䉉䐻䧸古呱咕姑嫴孤家柧橭毂沽泒
gu2A|35,㖛㚉𥑮𥥖鼓鼔骰钴鈷賈贾詁诂蛊蛌蠱薣臌苦罟羖股皷皼盬瞽牯狜䀇䀦䑩估古嘏夃故沽
gu3A|33,鯝鲴顧顾雇頋锢錮詁诂祻稒痼㧽㽽䍛䓢估僱凅固堌崓崮怘故棝
ku1A|55,㗄笟箍篐圐
fu3A|33,㐣𨬬𠓗陚鍑賦赋趶衭袴裤褔褲绔絝福秙竎㤱㽬䒄䒇䔯䔰䝾䞜䞯䞸䦣冨副咐嘑富库庫廤戽
fu2A|35,㓡㕮𪄇黼鬴鯱頫郙釜釡鈇錿軵許许蜅萀虎虝腑苦莆脯簠盙琥甫瘔父滏㵚䇢䋨䌗䗂䗄䝞䫍乕乶俛俯俿傅呒唬喸嘸府弣抚拊捬撫斧柎椨楛
fu1A|55,㓫㓬麩麬麱麸鮬鳺骷雐郛鄜酜鈇軤轷邞郀豧趺跍跗謼衭虍虖膚膴苸荂荴莩罦肤胕粰糐紨綒稃筟砆痡玞滹烀㠸㦆㩤㭪㱠㲗䃿䄮䉐䊿䎍䎔䑧䒀䓏䓵䰧䱐䴣䴸乎伕俘刳呋呼嘑垀垺夫妋姇娐孚孵尃幠怤恗懯戏戯戱戲扝挎敷旉枯枹柎桍桴歑殍泘泭
fu3B|22,㖚𡧛鮒鲋駙驸附輔辅負賻负赙赴訃詂讣蚥蚹蝜袝萯腐祔秿焤父㤔㭥㳇㾈䂤䟔䠵䩉䭸䮛仆付俌偩傅咐坿
fu1B|21,𠒎鳧鳬颫蚨虖芙苻胕符畉玸㫙䡍䵾乎乥乯凫夫扶枎榑洑
fu2B|13,妇婦媍
wu3B|22,㕆鱯鳠鳸雽韄頀鄠謢護蔰芋芌芐粐綔祜簄瓠熩滬濩㣗㨭㸦䇘䊺䋆䍓䕶䨼互冱冴婟嫭嫮岵帍怙戶户戸扈护摢昈枑楛槴沍沪
wu1B|21,㗅𠴱鹕魱鰗鶘鶦餬鬍醐鍸蝴衚葫胡糊箶瑚瓠瓳煳狐猢湖㝬㯛㾰䉿䊀䎁䠒䩴䭅䭌䭍乎咊和喖壶壷壺媩弧楜
wu2A|35,𧙖隖芋胡糊祜瑦溩滸䃖䛩坞塢壶壺嵨捂摀汻浒
wu3A|33,𨉼𠌥䜑噁恶惡汙汚污
wu1A|55,鰞鴮陓靰鎢钨鄔邬螐肟窏烏㢪㮧䖚䡧乌呜嗚圬弙恶惡扵於杇歍汙汚污洿
gwu1A|55,㑬鸪𠵎𡦈鮕鴣钴酤鈲鈷軱軲轂轱辜觚蛄菇菰苽罛罟箛㣨㴌㵈㼋䉉䐻䧸古呱咕姑嫴孤家柧橭毂沽泒
gwu2A|35,㖛㚉𥑮𥥖鼓鼔骰钴鈷賈贾詁诂蛊蛌蠱薣臌苦罟羖股皷皼盬瞽牯狜䀇䀦䑩估古嘏夃故沽
gwu3A|33,鯝鲴顧顾雇頋锢錮詁诂祻稒痼㧽㽽䍛䓢估僱凅固堌崓崮怘故棝
dan1A|55,㐤𡛓𤘪𨭐𤩧郸鄲襌褝簞箪砃瘅癉㠆㣋䐷䒟䢷丆丹勯匰单単單殚殫
dan3A|33,𧩙鴠钽鉭诞訑誕瘅癉狚澶㡺䜥旦泹
dan3B|22,駳觛蛋蜑膻繵疍燀䩥亶但僤弹弾彈惮憚掸撢撣旦柦
dan2A|35,蛋疍刐弹彈旦
can3A|33,㛑𤨪𠍇𨮏薒羼粲璨燦澯灿㣓㬄㻮䊲䴼儏孱
can1A|55,飡餐爘㺗䉔䬸䱗喰湌
can2A|35,鏟铲簅產産滻㦃㯆㹌㹽䐮丳产刬剗剷嵼摌浐
can1B|21,㥇㱚䏼䝳僝残殘
zan2A|35,𦾟𥵃驏骣醆賺赚赞趱趲讚盏盞琖㜺䎒䟎䩆儧儹拶揝撍攒攢昝栈棧
zan3A|33,𧹏𤓎𧹍饡鄼酂酇賛贊赞趱趲襸譔讃讚瓉瓒瓚濽灒䉵䬤䰖囋囐撰
zan3B|22,饌馔輚轏賺赚譔菚虥虦绽籑綻禶篹㟞㻵䉵䋎䗃䘺䱠僎嶘揝撰攥栈桟棧
zan1A|55,㣶
gan3A|33,𡼏𢵧鐧锏閒間间谏襇襉覵覸諫裥繝瞯瞷磵礀澗㵎橺涧
gan1A|55,𡤃𤩎𧒄𧬘閒間间菅葌蕑蕳艰艱䓸䔵囏墹奸姦姧
gan2A|35,𨰝鹸鹻鹼鶫鐗鐧锏趼襇襺蠒裥茧簡絸繭笕筧简研硏硷碱痫癇癎澗㶕䉍䥜堿徚拣揀暕枧柬梘涧
san1A|55,㛽𠮿鯅閂閊闩邖跚膻舢芟羴羶狦珊潸澘㢫㹪䈀删刪圸埏姍姗山屲拴挻柵栅栓
san3A|33,𨥉銏赸訕讪簒繖篡疝潵㪔㪚䃟䚲䴮伞傘散橵氙汕涮
san2A|35,饊馓粣糤㪚䉈散
san1B|21,潹潺䡲僝孱
tan1A|55,㘱譠痑瘫癱滩潬灘㨏啴嘽坍摊擹攤
tan3A|33,㛶𤨢贃碳湠炭叹嘆歎
tan2A|35,𥘵钽鉭襢袒膻璮疸瘫癱玬㫜㲜㲭䞡䦔亶儃坦妲忐怛憻暺檀毯
tan1B|21,𥐯鷤驒貚繟䃪䉡䕊坛壇弹彈枟檀
man3B|22,㗈𨭬𤅎𦄡𤛔𩅍鰻鳗饅馒鏝镘鄤谩贎謾蟃萬蔄蔓蘰缦脕縵熳獌漫澫澷㡢㬅㵘㸘㻴䕕䝡䝢䡬万僈卍卐墁嫚幔慢曼杤槾
man1A|55,𢺳摱晚
man1B|21,𧖣𥲑𠼦鬘鰻鳗饅馒谩謾蛮蠻蔓䅼䛲䯶姏
man2B|13,輓脕睌矕㿸䅋娩挽晚晩梚
man2A|35,慢晚
nan3A|33,𧕴𢺋
nan1B|21,难難
nan3B|22,难難㬮
nan2B|13,赧㫱戁
lan1B|21,㘓阑难難韊鑭钄镧闌谰襕襴襽譋讕蘭籣澜瀾灡㳕䑌䦨䪍兰囒幱拦攔斓斕栏欄欗
lan3A|33,𧕴𢺋
lan3B|22,难難糷瓓燗爛爤烂㬮㱫䃹斓斕
lan1A|55,躝蘭兰栏欄
lan2B|13,赧㦨㫱嬾孄孏懒懶戁
lan2A|35,蘭爛烂兰
han2B|13,㛠𢵧𡢃僩僴撊橌
han1B|21,𡤄鷳鷴鷼鹇閑閒闲蛝藖瞯痫癇癎澖㯗䦥娴嫺嫻憪椚
han3B|22,𢵧麲限粯硍㡾䁂䈨䉯䦘娨憪撊
han1A|55,鬜鬝顅臤䂅婜孯悭慳掔
han2A|35,閑闲覵
fan3B|22,㕨飯飰饭鎫鋄錽軓軬訉范笵範瓣犯瀪㶗䉊䥑梵氾汎泛
fan3A|33,㛯販贩盕畈㤆䀀䒦䣲奿婏嬎嬔氾汎泛
fan2A|35,𠆩飯饭阪返販贩瓣犯㽹䛀䡊仮反坂岅払橎
fan1B|21,𪄴𢖾𥐥鷭颿鐇鐢钒釩蹯襎蟠蠜袢蕃薠藩蘩膰舤舧羳籵緐繁繙礬笲矾璠煩燔瀿烦㠫㠶㸋㺕䊩䋣䋦䌓䑺䕰䪤䬚䭵䮳凡凢凣匥墦帆忛杋柉梵棥樊氾汎泛
fan1A|55,鱕飜轓返蕃翻籓繙畨番犿㴀䉒䪛僠勫反嬏幡憣旙旛
fan2B|13,販贩
ngan1B|21,㗴㘖颜顏顔訮詽虤研硏楌
ngan3B|22,𪆒鳫鴈雁軅贋贗赝偐
ngan3A|33,鹌𠹵鴳鵪鶠鷃騴䁙䨃䳛䳡䳺妟姲晏暥
ngan2B|13,齴眼
ngan2A|35,雁眼俺
pan1A|55,㐴颁頒眅扳攀
pan3A|33,鑻鋬襻袢聁盼滼䙪
wan3B|22,㕕𠯻𠈄轘豢薍缳繯眩瞣漶㹖䆠䒛䗭䜨宦幻患攌梙槵
wan1A|55,㘤睕湾潫灣䘎塆壪弯彎
wan1B|21,鹮𡦃鬟顽阛頑鐶锾镮闤鍰轘还還缳翫糫繯環玩环湾澴灣㡲㶎㹕䍺䭴䴉䴋圜堚嬛寰抏
wan2B|13,鯇鯶鰀鲩鋎鋔輓唍挽晘
wan2A|35,绾翫綰環玩环
ban3B|22,𡌶辦瓣爿湴丬办埿扮
ban2A|35,魬阪钣闆鈑辦蝂舨瓪版䬳办坂岅扳昄板
ban1A|55,鳻颁頒辬螌般肦班疤瘢癍㿀䃑䰉攽斑斒朌
ban3A|33,扮
gwan1A|55,𠴨鰥鱞鳏関闗關莞纶綸矜瘝癏烪䚪䤽关擐
gwan3A|33,躀遦貫贯丱串卝惯慣掼摜擐
doi3B|22,黛黱𠰺𦨮鮘隶隸霴靆酨迨逮诒詒蝳袋绐紿緿祋瑇甙玳㭖㻖䈚䒫代叇垈埭岱帒待怠曃柋殆毒
doi2A|35,袋
coi1B|21,㐧㒲𠆫財财裁纔䴭才材
coi3A|33,㗷㘔𡤐𡧳采賽赛菜蔡簺縩䌨䰂埰塞寀棌
coi2A|35,𣶶𤊕𦹮采財财菜茝茞綵睬㥒䌽䐆䣋倸婇寀彩才採毝
coi1A|55,啋
zoi1A|55,㘽𣏹賳菑睵甾溨災灾烖㢤㦲哉栽渽
zoi3B|22,酨在扗
zoi3A|33,載载縡䵧傤儎再洅
zoi2A|35,載载縡㱰䏁䮨在宰崽
goi1A|55,阂陔隑閡郂该豥賅賌赅該荄胲絯祴畡㨟㱾䀭䐩䬵侅垓姟峐晐核
goi3A|33,阣葢蓋盖㧉㯼乢摡
goi2A|35,胲絠䪱忋改
soi1A|55,鰓鳃顋腮䚡䰄偲思愢毢毸
soi2A|35,䈢
toi1B|21,㒗㙵鮐鲐颱駘骀邰跆菭薹臺苔籉炱炲㣍㬃㷘㸀䑓儓台坮嬯抬擡斄旲枱檯
toi2A|35,㘆臺耛台呔枱檯
toi2B|13,駘骀軩迨绐紿怠殆
toi1A|55,苔胎囼孡
noi3B|22,㐻𡞫𥈡𥇧靹錼螚萘耏耐㮈㮏㲡㴎䘅䱞佴倷內内奈柰氝渿
noi2B|13,餒餧馁
noi1A|55,耐
noi2A|35,耐
noi1B|21,熋㾍䯮
loi3B|22,㐻㑍𧶘𡞫𥈡𥇧靹頪銇錼诔賚赉誄螚萘耏耐耒睐睞㮈㮏㲡㴎㾢䒹䘅䚅䛶䱞佴來俫倈倷內内勑唻奈徕徠来柰氝渿
loi1B|21,㚓𦩑麳鯠鶆騋铼郲錸逨萊莱筙箂琜熋猍㾍䅘䧒䯮來俫倈婡崃崍庲徕徠来梾棶涞淶
loi2B|13,餒餧馁䂾
loi1A|55,耐
loi2A|35,耐來来
hoi1A|55,㚊𤣿鐦锎開㝩㰧㰩㱼㾂䤤咍嗨奒开
hoi2A|35,𨬫𤩑𦷫颽闿鎧铠闓酼醢輆豈肯胲硙磑烸䁗凯凱剀剴垲塏塰岂嵦恺愷暟海
hoi1B|21,颏骸頦咳孩欬
hoi2B|13,颏駭骇頦
hoi3A|33,餀饚㺔
hoi3B|22,㤥㧡䇋亥嗐妎害氦
koi3A|33,钙鈣葢蓋盖瓂溉漑㪡㮣丐匃匄咳嘅忾愒愾慨戤杚概槩槪欬
koi2A|35,概
ngoi3B|22,㕌㚈𠰻阂閡硋碍礙外夞懝
ngoi1A|55,㗒鎄锿诶誒哀埃娭欸
ngoi1B|21,𨹦騃皚硙磑皑獃㱯䶣呆敱敳
ngoi3A|33,鱫馤鑀薆皧瞹瑷璦爱濭㤅㦈䔽䨠僾嫒嬡愛懓暧曖
ngoi2A|35,霭靄靉譪蔼藹皚皑䔇乃凒凯凱叆嗳噯堨壒外嫒嬡昹暧曖毐
jem1B|21,㐺㕂㖗𩬎鵀鷣霪鈝銋訡蟫荶纴簷紝絍碒滛㞤㶩㸒䕾䚾䛘䨙䪩乑任冘吟唫噖壛壬妊姙婬崟崯檐淫
jem1A|55,㛺𤅺𨥖𩃬𩬎𣸮阥阴陰隂霒霠音韾顉鑫钦萻蔭荫瘖䃢䕃䜾䤃䨧侌呥喑噾嬜嵚嶔廞愔欽歆
jem2B|13,𦍌飪餁饪鈓銋赺趛衽袵荏秹䭃
jem3B|22,鵀飪餁饪賃赁衽袵腍荏纴紝絍祍㤛㶵䇮䋕䏕䚿任妊姙恁栠栣
jem2A|35,飮飲饮㱃坅昑檐淾
jem3A|33,飮飲饮阴陰隂蔭荫窨瘖癊㱃䜗喑堷廕
dem2A|35,㕪黕黮衴紞瓭澸㱽䉞伔抌揼沊
dem3A|33,𦂥髧揼
dem3B|22,𨂽
dem1A|55,䏙揼
dem1B|21,揼榃氹
cem1A|55,㑴㓎㕘鮼駸骎賝誛諃舰綅篸㟥㠁䑣䚀䚁䜷侵参參嵾掺摻棽浸
cem1B|21,㖊㚯㜄㜦𩖰𦅛鬵鱏鱘鲟霃鐔镡鄩鈂襑覃蟫蕁荨莐璕燂燅燖爓湛潯㝷䒞䕭䤁䤟䰼噚埁寻尋挦撏攳枔桪棽樳沈沉浔
cem3A|33,𩂈谮谶謲譖讖㤈㽩䈜䜟吢吣唚噆抋掺摻
cem2A|35,醦鍖贂趻踸硶碜磣㝲㾛䫖噆墋夦寑寝寢梫
cem2B|13,蕈
zem3A|33,㓄谮譖譛濅㴆䆮寖揕枕浸
zem1A|55,㘰𡾡鱵针酙針鍖鍼葴祲箴砧碪瑊㪸㻸䃡䘲䥠兓埐嶜斟椹
zem3B|22,𠹻鸩鴆酖㯢㴨㼉䧵䫈䲴朕栚
zem2A|35,萙㪛䤐䪴䫬䭙噆怎枕
gem1A|55,㓧黅金鍂衿苷粓紟禁甘疳㤌㦗㲐䇞䊻䋮䌝䘳今媣惍柑泔
gem3A|33,𦡞𡢾贑贛赣詌绀紟紺禁灨㯲㽏䲺僸凎咁唫噤橄汵淦
gem2A|35,𡑒鰔鱤鳡鏱锦錦澉䃭䤗䧩咁噉感敢橄
gem3B|22,齽㩒㱈䑤䫴䶖凚揿搇撳
sem1A|55,㕘𣿯𡑕𨨥𤀻鯵鰺鲹郴鈊襳襂葠蓡蔘薓芯罙罧綝穼琛甧㝳㣺㴱䆦参參堔心曑杺森椮槮深
sem2A|35,㕴㚞𤪺魫邥谂谉覾諗讅籸糁糂糝糣瞫瀋㧲㰂㻘㾕䊉䊏䚓䫩伈婶嬸审宷審曋沈淰渖
sem3B|22,黮葚甚㻣什侺椹
sem1B|21,谌訦諶葚芩笒瘎煁㞥㽸䅾䲋岑忱愖梣涔
sem3A|33,瘆瘮滲㵕沁涁渗
tem1A|55,𧨾
tem3A|33,𧨾𠱁氹
tem2B|13,𠃮凼氹
tem1B|21,榃
mem1A|55,𩜠
nem3B|22,𦛚𡀝淰
nem2A|35,谂諗惗
nem2B|13,腍稔䄒拰
nem1B|21,腍焾䋻䌾淰
lem2B|13,㐭㛦顲醂菻腍稔稟癛癝澟㨆䄒䕲凛凜壈廩廪懍懔拰檁檩浨
lem3B|22,𦛚𡀝㨆淋淰
lem1A|55,𣺉臨临冧啉
lem1B|21,𧯴霖菻腍臨綝箖碄琳痲痳焾瀮瀶㝝㣩㵉䋻䌾䫐临啉崊惏晽林淋淰
lem2A|35,谂諗惗林淋
lem3A|33,冧
hem1A|55,㘛龕龛蚶螊㤷㽍㾣䎏䣻勘坎坩埳堪嵁憨戡
hem2A|35,㙳𥔿顑輡轗莰窞竷砍磕㧄䖔坎埳塪惂扻撼欿歁
hem3A|33,鬫阚闞蘫篏瞰矙磡琀䀍䘓䫲凵勘唅坎埳堿墈崁嵌
hem2B|13,颔頷顄蛿蜭撖
hem1B|21,馠酣銜鋡谽蜬衔衘肣筨澏焓㟏㟔㶰㼨䈄䤴䥁䨡䶃佄含唅啣嗛娢晗梒浛
hem3B|22,陷顉譀莟㨔䓿冚嵌憾扻撼
kem1B|21,㕋𨨖鳹鵭雂靎靲鈙蚙蠄芩耹禽珡琴琹澿㪁䔷䥅䥆䦦噙庈扲捦擒檎
kem2A|35,𢫏𠹸琴冚妗搇
kem1A|55,𠸐襟衾衿禁䘳噤
kem2B|13,妗
ngem2B|13,㜝
ngem1A|55,𩜠𥂝𡁏鹌鵪鶕馣阴陰隂韽闇谙誝諳菴葊蓭腤盦盫痷瘖㞄䅖䨄䳺厂啱媕广庵
ngem2A|35,黤黬黭黯隌闇谙諳罯㽢匼唵垵埯揞晻
ngem3A|33,黬闇腤䬓晻暗
ngem1B|21,雸玵䜙吟唫啽扲撢
ngem3B|22,䯥喑
bem1A|55,乓泵
jeong2B|13,㔦𡏆𡒶𣞼𨦪養蛘纕礢痒癢爙瀁瀼䍩䑆䑋仰佒养卬嚷坱懩攁攘氧
jeong3B|22,𧁒養酿醸釀譲讓让蠰羕穰煬漾瀁炀㨾㺊䬺䭐䭥养嚷圵壌壤恙懹攘样樣
jeong1B|21,𦭵鸉𤋁鬤鰑鴹颺飏阦阳陽霷鐊钖鍚躟輰諹蛘蘘羊羏纕禓禳穣穰眻珜瑒疡痒瘍煬獽玚湯瀼炀烊㦹㬕㳱䁑䉴䬗䵮佯儴勷垟崵徉扬揚攘敭旸昜暘杨样楊様氜氱汤洋
jeong1A|55,鸯鴦雵鞅锳鉠鍈胦秧㡕䄃䘧䱀咉央柍楧殃泱
jeong2A|35,駚阳陽鞅酿釀羊紻炴烊䇦䒋坱岟怏扬抰揚杨柍样楊樣洋
jeong3A|33,詇㿮䬬怏
deong1A|55,𡁷啄
ceong1A|55,㘟𥚕𥦬𪂇𨫥鸧鼚鯧鲳鶬阊鎗鏘鏿锖锠锵長长閶闛錆錩蹌蹡跄謒裮菖羟羥窓窗窻篬琩瑲牄牎牕猖玱䅛䆫䗉䞎䤌䥊䮖伥倀倡呛嗆囱娼将將嶈戗戧抢搶摐斨昌晿枪椙槍淐
ceong1B|21,㘯㙊𡤑𢒑長镸长详詳萇蔷薔蘠腸膓艢苌羊翔肠絴祥瓺畼爿牆㟄䔗䠆䯴仧仩兏场場塲墙墻嫱嬙庠廧戕樯檣
ceong3A|33,𣈱鬯韔蹌蹡跄誯瑒畅焻熗玚炝䩨䵁倡呛唱嗆怅悵戗戧暢
ceong2A|35,長长鋹腸肠场場墏抢搶摤
zeong3A|33,㙣障鄣酱醤醬賬账脹胀瞕痮瘬瘴漲㢓仗墇将將嶂帐帳幛张張怅悵涨
zeong1A|55,𥕞𥪮𪋟𤍤麞𢕔鱂鱆鳉餦騿鄣遧螀螿蟑蒋蔁蔣粻章璋獐漳漿㯑䊢䛫傽嫜将將张張彰慞摪暲樟浆
zeong2A|35,𣛟鐣長长蒋蔣膙礃獎漲㢡㯍䉃䒂丈仉仗匠奖奨奬帐帳幥掌杖桨槳涨涱
zeong3B|22,鱌鐌長长象襐蟓㽴䞪䴂丈仗像勨匞匠嶑扙杖橡
geong1A|55,𦍑𡟜韁蜣葁薑缰羌羗翞繮礓畕畺疅疆猐獇溬㳾㹔䕬䗵傹僵嗴壃姜彊橿殭
geong3B|22,𣚦糡糨犟勥唴強强彊
geong2A|35,蔃䋌
seong1A|55,㐮㕠㜀𨫢鸘鹴鬺鷞騻驤驦骦骧雙霜鑲镶襄觞觴謪螪葙蔏艭缃緗纕礵禓箱相瓖熵湘湯滳瀧㠤䉶䌮䝄䨇䵰䵼伤傷儴勷厢双商墒孀孇廂忀愓慯欀欆殇殤汤泷
seong1B|21,龦𣻸𣙟𡣖鱨鲿鏛鋿裳瑺甞㦂倘偿償嘗嚐嫦尝常徜
seong2A|35,鮝鯗鱶鲞鑜賞贘赏相尚想扄
seong2B|13,鞝绱緔上
seong3A|33,相灀㦼䉘恦
seong3B|22,㫾丄上尙尚
neong3B|22,䖆
neong1B|21,娘嬢孃
neong2A|35,娘
leong2B|13,㒳㔝魉魎襔蜽裲脼緉䓣䠃䩫两俩倆兩掚
